time_stamp,sensor_index,humidity,temperature,PM2.5_ATM_ug/m3,PM25_Source,NO2_Density,NO2_Source,DateTime_UTC,DateTime,Temp_C,Rain_mm,Pressure_hPa,WindSpeed_kmh,WindDir_sin,WindDir_cos,Hour,Month,DayOfWeek,Is_Weekend,Hour_sin,Hour_cos,Month_sin,Month_cos,DOW_sin,DOW_cos,Lag_1h,Lag_2h,Lag_3h,Lag_6h,Lag_12h,Lag_24h,Lag_48h,Roll3h_mean,Roll3h_std,Roll6h_mean,Roll6h_std,Roll24h_mean,Roll24h_std,AQI,Split
1641204000,12451,100.0,86.0,10.5,PurpleAir_Ground,5.264080300544717e-06,Interpolated,2022-01-03 10:00:00,2022-01-03 15:30:00,24.9,1.7,955.2,13.0,0.9993908270190958,-0.034899496702500955,10,1,0,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0,10.3,11.6,19.2,10.6,7.3,16.8,33.1,13.699999999999996,4.807286136688764,17.46666666666667,11.373595151343602,18.070833333333333,10.156277954253618,44,train
1641207600,12451,100.0,84.0,23.9,PurpleAir_Ground,5.264080300544717e-06,Interpolated,2022-01-03 11:00:00,2022-01-03 16:30:00,23.3,2.7,955.5,11.5,0.9702957262759965,-0.24192189559966779,11,1,0,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.0,1.0,10.5,10.3,11.6,13.4,18.4,28.4,37.3,10.799999999999995,0.7000000000000055,17.450000000000003,11.385736691141247,17.808333333333334,10.271315764605426,76,train
1641211200,12451,100.0,84.0,17.0,PurpleAir_Ground,5.264080300544717e-06,Interpolated,2022-01-03 12:00:00,2022-01-03 17:30:00,22.7,0.1,956.2,12.9,0.9743700647852352,-0.22495105434386503,12,1,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,23.9,10.5,10.3,39.7,18.4,29.0,11.8,14.899999999999993,7.794870107962028,19.200000000000003,11.4455231422596,17.620833333333334,10.109357661040617,61,train
1641214800,12451,100.0,82.0,17.4,PurpleAir_Ground,5.264080300544717e-06,Interpolated,2022-01-03 13:00:00,2022-01-03 18:30:00,22.5,0.0,956.3,12.8,0.981627183447664,-0.1908089953765448,13,1,0,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1.0,17.0,23.9,10.5,19.2,33.1,26.8,9.0,17.13333333333333,6.700994951000433,15.416666666666666,5.544516810928311,17.120833333333334,9.814540196838685,62,train
1641218400,12451,100.0,82.0,16.3,PurpleAir_Ground,5.264080300544717e-06,Interpolated,2022-01-03 14:00:00,2022-01-03 19:30:00,22.1,0.0,957.2,12.8,0.984807753012208,-0.1736481776669303,14,1,0,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.0,1.0,17.4,17.0,23.9,11.6,37.3,21.5,5.0,19.433333333333326,3.8734136537856716,15.116666666666667,5.343937374882554,16.729166666666668,9.5966243687748,60,train
1641222000,12451,100.0,82.0,26.9,PurpleAir_Ground,5.264080300544717e-06,Interpolated,2022-01-03 15:00:00,2022-01-03 20:30:00,21.9,0.0,957.9,11.4,0.981627183447664,-0.1908089953765448,15,1,0,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.0,1.0,16.3,17.4,17.0,10.3,26.5,16.5,4.6,16.899999999999995,0.5567764362829564,15.9,5.0624104930359,16.5125,9.542778398622561,82,train
1641225600,12451,100.0,81.0,23.8,PurpleAir_Ground,5.264080300544717e-06,Interpolated,2022-01-03 16:00:00,2022-01-03 21:30:00,21.7,0.0,958.3,12.1,0.984807753012208,-0.1736481776669303,16,1,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.0,1.0,26.9,16.3,17.4,10.5,10.6,9.9,4.3,20.199999999999992,5.828378848359117,18.666666666666668,5.862650140223846,16.945833333333333,9.775478601278712,76,train
1641229200,12451,100.0,82.0,25.9,PurpleAir_Ground,5.264080300544717e-06,Interpolated,2022-01-03 17:00:00,2022-01-03 22:30:00,21.6,0.0,958.1,10.5,0.9945218953682733,-0.10452846326765355,17,1,0,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0,23.8,26.9,16.3,23.9,13.4,9.0,6.2,22.33333333333333,5.4500764520631515,20.883333333333336,4.5172631832412335,17.525,9.75162193867167,80,train
1641232800,12451,100.0,82.0,30.6,PurpleAir_Ground,5.264080300544717e-06,Interpolated,2022-01-03 18:00:00,2022-01-03 23:30:00,21.6,0.0,957.9,9.4,0.9925461516413221,-0.12186934340514737,18,1,0,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.0,1.0,25.9,23.8,26.9,17.0,39.7,10.2,7.9,25.53333333333333,1.5821925715074172,21.21666666666667,4.846201261469309,18.229166666666668,9.719388027195357,90,train
1641236400,12451,100.0,82.0,22.0,PurpleAir_Ground,5.264080300544717e-06,Interpolated,2022-01-03 19:00:00,2022-01-04 00:30:00,21.4,0.0,957.4,10.5,0.9902680687415704,-0.13917310096006535,19,1,0,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.0,1.0,30.6,25.9,23.8,17.4,19.2,4.2,6.1,26.766666666666662,3.4818577416852134,23.483333333333334,5.601220105179473,19.079166666666666,9.877421735702471,72,train
1641240000,12451,100.0,81.0,13.1,PurpleAir_Ground,5.264080300544717e-06,Interpolated,2022-01-03 20:00:00,2022-01-04 01:30:00,21.4,0.0,956.9,11.4,0.9743700647852352,-0.22495105434386503,20,1,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1.0,22.0,30.6,25.9,16.3,11.6,5.8,6.8,26.16666666666666,4.306197084822437,24.25,4.86898346680291,19.820833333333333,9.366683751080407,53,train
1641243600,12451,100.0,81.0,12.7,PurpleAir_Ground,5.264080300544717e-06,Interpolated,2022-01-03 21:00:00,2022-01-04 02:30:00,21.4,0.0,956.0,10.7,0.9781476007338057,-0.20791169081775934,21,1,0,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.0,1.0,13.1,22.0,30.6,26.9,10.3,9.8,7.6,21.899999999999995,8.750428560933457,23.71666666666667,5.9657075579236,20.125,9.0030550370416,52,train
1641247200,12451,100.0,81.0,11.7,PurpleAir_Ground,5.264080300544717e-06,Interpolated,2022-01-03 22:00:00,2022-01-04 03:30:00,21.3,0.0,955.7,10.7,0.9781476007338057,-0.20791169081775934,22,1,0,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.0,1.0,12.7,13.1,22.0,23.8,10.5,7.3,9.3,15.933333333333328,5.257692776621066,21.350000000000005,7.149475505238135,20.245833333333334,8.877033345352087,49,train
